34,5;
770047;8;4,7;
770696;11;4,7;
878859;534;4,7;
617007;63;4,71;
512166;6;4,74;
512302;2;4,74;
515068;4;4,74;
526200;8;4,74;
532003;10;4,74;
560044;10;4,74;
593066;3;4,74;
638101;5;4,74;
659014;8;4,74;
680070;14;4,74;
680094;5;4,74;
842317;19;4,74;
842355;12;4,74;
856178;8;4,74;
880371;25;4,74;
880463;15;4,74;
800416;25;4,75;
800836;154;4,75;
770115;12;4,8;
GSPP-8;18;4,82;
GNP-14100Bl;4;4,88;
GNP-14100PC;3;4,88;
530405;84;4,9;
770351;12;4,9;
770832;12;4,9;
800843;55;4,9;
861721;24;4,9;
871324;4;4,93;
GC-38;44;4,95;
Z CZE903421;1;4,95;
800522;77;4,97;
GNPLSS-12;93;4,99;
GDP-01;15;5;
400203;1;5,06;
405307;20;5,06;
426357;36;5,06;
426364;13;5,06;
515228;4;5,06;
527207;20;5,06;
532102;8;5,06;
680087;10;5,06;
841020;7;5,06;
861639;20;5,06;
880227;59;5,06;
880289;41;5,06;
880319;21;5,06;
880401;26;5,06;
975039;73;5,06;
975466;108;5,06;
800737;105;5,14;
271216;8;5,15;
GNP-1365Bl;2617;5,19;
GNP-1365PC;174;5,19;
800317;97;5,2;
595008;22;5,22;
Z CZE932698;10;5,22;
970386;36;5,26;
GNPPL-11;3;5,27;
465325;1;5,29;
800423;149;5,29;
171844;7;5,38;
171882;1;5,38;
171899;5;5,38;
171905;9;5,38;
511725;6;5,38;
512173;20;5,38;
630235;7;5,38;
638309;6;5,38;
659304;5;5,38;
842539;13;5,38;
842546;31;5,38;
855119;5;5,38;
880128;73;5,38;
880456;11;5,38;
880661;4;5,38;
880678;9;5,38;
880685;11;5,38;
880692;6;5,38;
774908;23;5,4;
775004;13;5,4;
775028;1;5,4;
775097;1;5,4;
775189;1;5,4;
777701;3;5,4;
617205;44;5,43;
563380;2;5,45;
826355;3;5,5;
800638;118;5,52;
510100;3;5,54;
554364;7;5,54;
862582;11;5,54;
862629;30;5,54;
862940;53;5,54;
402221;7;5,57;
509005;16;5,57;
GNP-14150Bl;70;5,65;
401408;9;5,68;
426470;23;5,7;
528204;16;5,7;
532201;15;5,7;
567302;17;5,7;
621332;2;5,7;
680100;23;5,7;
842553;17;5,7;
856048;8;5,7;
862933;21;5,7;
617540;400;5,75;
GSP-4;5;5,78;
Z CZE932315;36;5,8;
564530;26;5,83;
862926;47;5,85;
800324;245;5,86;
770153;12;5,9;
770160;11;5,9;
774700;1;5,9;
799406;10;5,9;
GNP-13100Bl;53;5,92;
GNP-13100PC;122;5,92;
426326;12;5,99;
13250024;1;6,01;
171752;40;6,01;
231296;50;6,01;
429006;5;6,01;
432129;5;6,01;
450505;42;6,01;
515365;12;6,01;
517406;11;6,01;
523629;4;6,01;
523834;18;6,01;
523902;4;6,01;
535103;4;6,01;
553404;4;6,01;
597316;1;6,01;
597507;51;6,01;
635407;10;6,01;
658000;5;6,01;
680025;7;6,01;
842409;33;6,01;
842423;14;6,01;
856024;20;6,01;
856055;17;6,01;
878125;3;6,01;
880210;56;6,01;
880272;6;6,01;
880302;23;6,01;
880364;11;6,01;
880609;41;6,01;
Z CZE903582;2;6,15;
861622;16;6,17;
862537;4;6,17;
862766;42;6,17;
770030;12;6,2;
774007;1;6,2;
799383;11;6,2;
617557;288;6,22;
877630;6;6,25;
877661;5;6,25;
588406;250;6,27;
Z CZE927441;1;6,3;
171851;34;6,33;
271179;9;6,33;
511732;2;6,33;
525517;19;6,33;
532300;2;6,33;
550205;1;6,33;
552490;10;6,33;
638507;1;6,33;
658604;1;6,33;
861530;10;6,33;
971369;19;6,37;
800539;7;6,43;
GNP1250SW;31;6,47;
862575;21;6,49;
862711;62;6,49;
864128;25;6,49;
Z CZE932766;2;6,5;
Z CZE932797;2;6,5;
GNP-14200Bl;34;6,57;
GNP-14200PC;11;6,57;
773833;1;6,6;
799475;8;6,6;
GFT-12;22;6,61;
440209;11;6,65;
509432;3;6,65;
554159;9;6,65;
563007;1;6,65;
784013;3;6,65;
784112;14;6,65;
842478;11;6,65;
844434;4;6,65;
855706;8;6,65;
856154;11;6,65;
868522;12;6,65;
869857;7;6,65;
878132;1;6,65;
880173;64;6,65;
799277;11;6,7;
GNP-1265Bl;2274;6,72;
GNP-1265PC;179;6,72;
774847;17;6,73;
806630;2;6,73;
617571;107;6,77;
862520;1;6,81;
770283;12;6,9;
770382;22;6,9;
774977;34;6,9;
775066;1;6,9;
775158;24;6,9;
775240;24;6,9;
775332;24;6,9;
777732;25;6,9;
877722;6;6,95;
426425;129;6,96;
511749;19;6,96;
518700;6;6,96;
554234;1;6,96;
659403;6;6,96;
861615;48;6,96;
861707;30;6,96;
878149;17;6,96;
880265;45;6,96;
424643;8;6,99;
617564;209;7;
GK-04Bl;1;7;
GNPL-11;32;7;
GSPP-12;2;7,04;
GNP-13150Bl;204;7,07;
GNP-13150PC;120;7,07;
794098;12;7,1;
861523;3;7,11;
862483;11;7,11;
507568;1;7,17;
271155;66;7,27;
530504;24;7,27;
550304;3;7,27;
560037;9;7,27;
599372;2;7,27;
781449;2;7,27;
842614;81;7,27;
842621;156;7,27;
842638;65;7,27;
842645;59;7,27;
842652;22;7,27;
843055;51;7,27;
869635;6;7,27;
880203;5;7,27;
770146;12;7,3;
Z CZE941461;6;7,37;
773918;1;7,4;
770771;11;7,5;
GPHL-01;284;7,5;
171301;15;7,59;
231319;7;7,59;
404935;1;7,59;
426340;9;7,59;
426371;6;7,59;
426432;46;7,59;
509104;13;7,59;
511756;2;7,59;
540107;4;7,59;
557143;4;7,59;
567401;22;7,59;
598009;3;7,59;
598207;10;7,59;
598405;5;7,59;
630914;44;7,59;
680056;5;7,59;
764237;1;7,59;
781432;1;7,59;
839997;3;7,59;
842607;42;7,59;
842669;23;7,59;
843000;8;7,59;
855713;7;7,59;
855751;24;7,59;
855775;9;7,59;
856017;17;7,59;
856086;15;7,59;
880166;24;7,59;
799284;12;7,6;
806692;1;7,62;
876602;2;7,62;
GNP-12100Bl;1;7,65;
GNP-12100PC;109;7,65;
861431;1;7,75;
770627;12;7,9;
770641;11;7,9;
773383;1;7,9;
774465;45;7,9;
774496;6;7,9;
774526;56;7,9;
774557;57;7,9;
774915;80;7,9;
171028;11;7,91;
529409;9;7,91;
554173;2;7,91;
567906;3;7,91;
617700;14;7,91;
631102;4;7,91;
631201;23;7,91;
631300;12;7,91;
843154;12;7,91;
844427;12;7,91;
855508;11;7,91;
856192;6;7,91;
593097;3;7,92;
GSP-6;5;7,96;
GNP-13200Bl;32;7,99;
GNP-13200PC;10;7,99;
800645;178;8;
799321;4;8,1;
Z CZE927366;10;8,1;
Z CZE931394;4;8,1;
800331;132;8,14;
800430;1;8,14;
Z CZE900185;6;8,2;
Z CZE900567;6;8,2;
Z CZE900598;6;8,2;
224410;10;8,23;
426449;28;8,23;
451502;137;8,23;
465349;2;8,23;
509449;5;8,23;
510407;1;8,23;
535295;4;8,23;
550120;2;8,23;
599464;6;8,23;
659106;7;8,23;
659465;9;8,23;
784372;1;8,23;
843352;19;8,23;
880258;2;8,23;
770368;13;8,3;
970614;53;8,32;
429105;1;8,34;
429112;1;8,34;
592069B;2;8,35;
592069B&R;2;8,35;
764466;1;8,35;
877791;2;8,35;
862421;42;8,38;
617588;116;8,42;
799413;12;8,5;
GNPLSS-11;76;8,53;
421550;29;8,54;
429440;3;8,54;
462904;4;8,54;
465370;3;8,54;
511503;9;8,54;
550502;2;8,54;
844410;3;8,54;
856000;3;8,54;
806821;4;8,69;
423653;6;8,7;
861608;68;8,7;
862612;55;8,7;
556603;30;8,77;
826102;18;8,77;
826119;51;8,77;
826126;44;8,77;
826133;97;8,77;
826140;3;8,77;
826157;7;8,77;
971390;38;8,77;
529089;7;8,86;
541203;11;8,86;
542705;1;8,86;
552315;16;8,86;
569757;4;8,86;
659472;10;8,86;
842713;29;8,86;
842737;14;8,86;
842744;17;8,86;
842751;29;8,86;
842775;13;8,86;
842799;16;8,86;
843802;1;8,86;
862506;26;8,86;
881828;12;8,86;
GPH-75;2;8,86;
GSPP-18;2;8,89;
770054;12;8,9;
770603;12;8,9;
775011;24;8,9;
775073;9;8,9;
775165;4;8,9;
775288;4;8,9;
775349;1;8,9;
777749;16;8,9;
424827;1;8,93;
424865;2;8,93;
508800;4;8,97;
GSP-8;36;8,97;
Z CZE943731;1;9,1;
599365;3;9,11;
171325;2;9,18;
425947;1;9,18;
440711;1;9,18;
509302;16;9,18;
552308;14;9,18;
563106;1;9,18;
630907;6;9,18;
638705;4;9,18;
673782;1;9,18;
808467;11;9,18;
820209;29;9,18;
843819;41;9,18;
855607;19;9,18;
855782;16;9,18;
856062;11;9,18;
856109;6;9,18;
856185;20;9,18;
856208;4;9,18;
856215;11;9,18;
856222;15;9,18;
856239;19;9,18;
856246;18;9,18;
856253;12;9,18;
880159;12;9,18;
199039;32;9,19;
800119;689;9,2;
271339;70;9,35;
804155;9;9,42;
565636;3;9,43;
470527;2;9,49;
509456;4;9,49;
515327;3;9,49;
521502;5;9,49;
552353;6;9,49;
622735;20;9,49;
855676;4;9,49;
855720;1;9,49;
862568;17;9,49;
934166;25;9,49;
800218;4;9,5;
800546;41;9,5;
800829;102;9,5;
GPH-100;942;9,51;
518533;4;9,57;
774762;6;9,6;
861424;16;9,64;
861516;58;9,64;
862919;2;9,64;
GNP-12150Bl;55;9,64;
GNP-12150PC;127;9,64;
Z CZE931356;1;9,7;
443002;57;9,74;
529003;7;9,74;
Z CZE927366-1;55;9,8;
800102;279;9,82;
469392;22;9,86;
770290;11;9,9;
770375;6;9,9;
774342;3;9,9;
774809;1;9,9;
799482;11;9,9;
800225;37;9,94;
800447;53;9,94;
Z CZE902059;1;10;
765036;5;10,04;
Z CZE205235;2;10,1;
451519;23;10,12;
505205;1;10,12;
509401;15;10,12;
523957;5;10,12;
598801;5;10,12;
637302;1;10,12;
659007;5;10,12;
663820;1;10,12;
784433;1;10,12;
856307;2;10,12;
772805;20;10,2;
772812;1;10,2;
617410;42;10,22;
GF-12;22;10,29;
596760;4;10,31;
820308;6;10,31;
617595;17;10,35;
770252;5;10,4;
426418;1;10,44;
541302;8;10,44;
565605;10;10,44;
565612;9;10,44;
593202;19;10,44;
622742;6;10,44;
622834;18;10,44;
862476;17;10,44;
880029;72;10,44;
825570;7;10,48;
799437;12;10,7;
Z CZE903636;1;10,7;
152706;5;10,76;
428528;2;10,76;
480502;35;10,76;
540305;9;10,76;
561966;21;10,76;
622858;22;10,76;
625804;42;10,76;
720608;3;10,76;
720806;16;10,76;
781371;12;10,76;
855744;4;10,76;
880036;13;10,76;
881811;34;10,76;
800652;274;10,85;
Z CZE902318;2;10,9;
862513;71;10,91;
864104;21;10,91;
825518;443;10,97;
825525;493;10,97;
825532;101;10,97;
825549;420;10,97;
825556;187;10,97;
825563;187;10,97;
800812;263;11,04;
535271;3;11,07;
570104;5;11,07;
570715;7;11,07;
GDK-02R;36;11,18;
GDK-02W;20;11,18;
GDK-02Y;8;11,18;
Z CZE210864-20;7;11,2;
806203;1;11,21;
807323;8;11,21;
Z CZE525197;1;11,25;
800348;2;11,3;
407202;6;11,39;
582022;33;11,39;
622841;9;11,39;
625705;25;11,39;
640401;2;11,39;
786420;2;11,39;
855683;4;11,39;
856116;2;11,39;
862902;26;11,39;
970393;65;11,39;
826362;1;11,45;
Z CZE946190;10;11,45;
424834;4;11,63;
513002;12;11,65;
GSPP-22;2;11,66;
208670;4;11,71;
426456;37;11,71;
593035;4;11,71;
808504;2;11,71;
800553;115;11,76;
5882151;289;11,8;
785799;11;11,82;
770061;12;11,9;
Z CZE900901;6;11,9;
Z CZE939970;2;11,9;
Z CZE902080;2;12;
2352;1;12,03;
451526;73;12,03;
842904;11;12,03;
842928;19;12,03;
842966;17;12,03;
850077;2;12,03;
861509;25;12,03;
880074;44;12,03;
551417;1;12,06;
513705;56;12,1;
805138;2;12,1;
806494;1;12,1;
452462;1;12,29;
461112;2;12,29;
GNP-12200Bl;15;12,3;
GNP-12200PC;61;12,3;
282359;1;12,34;
429228;2;12,34;
451106;9;12,34;
458228;3;12,34;
540404;27;12,34;
557112;5;12,34;
567500;5;12,34;
593103;10;12,34;
622100;2;12,34;
630105;13;12,34;
630136;6;12,34;
637401;14;12,34;
663950;1;12,34;
673768;1;12,34;
856123;1;12,34;
856284;10;12,34;
856321;24;12,34;
856338;37;12,34;
862414;10;12,34;
980101;3;12,34;
GNP-1165Bl;10;12,37;
GNP-1165PC;96;12,37;
561003;8;12,38;
709900;4;12,39;
774946;4;12,4;
775035;1;12,4;
775127;24;12,4;
775219;29;12,4;
775301;27;12,4;
777718;1;12,4;
582015;1;12,53;
806104;158;12,55;
637791;8;12,65;
640500;1;12,65;
800232;5;12,65;
856161;2;12,65;
GSP-12;25;12,7;
971444;28;12,74;
820612;32;12,82;
770085;12;12,9;
770658;12;12,9;
GNP-11100Bl;58;12,95;
GNP-11100PC;78;12,95;
480106;1;12,97;
569108;8;12,97;
781364;2;12,97;
861417;10;12,97;
445907;2;12,99;
877500;16;12,99;
877517;8;12,99;
877524;3;12,99;
877531;12;12,99;
877548;5;12,99;
Z CZE210864-15;5;13;
880906;40;13,04;
440704;3;13,29;
513026;10;13,29;
658802;12;13,29;
721308;2;13,29;
764527;1;13,29;
781340;15;13,29;
880067;27;13,29;
Z CZE205426;40;13,4;
801536;4;13,44;
801543;1;13,44;
801642;7;13,44;
802540;9;13,44;
Z CZE917091;1;13,45;
Z CZE921357;1;13,5;
542507;7;13,6;
542606;2;13,6;
781326;17;13,6;
781333;8;13,6;
781357;9;13,6;
Z CZE903452;1;13,6;
Z CZE903629;1;13,6;
Z CZE930571;2;13,6;
Z CZE900499;1;13,65;
561577;1;13,89;
838105;10;13,89;
774464;48;13,9;
774472;48;13,9;
774502;71;13,9;
774533;66;13,9;
774595;59;13,9;
774922;65;13,9;
445891;4;13,92;
551691;10;13,92;
551790;13;13,92;
593158;1;13,92;
625002;15;13,92;
646205;6;13,92;
659502;11;13,92;
664278;2;13,92;
674413;3;13,92;
855652;4;13,92;
861400;31;13,92;
800454;8;14,01;
461136;5;14,02;
556610;59;14,08;
425961;4;14,24;
535288;2;14,24;
637500;3;14,24;
677834;11;14,24;
Z CZE240410-1;4;14,25;
570906;27;14,34;
807330;5;14,34;
Z CZE210864-19;2;14,45;
208649;9;14,56;
513088;67;14,56;
550526;0,5;14,56;
637807;6;14,56;
637814;4;14,56;
781456;15;14,56;
784129;16;14,56;
843833;8;14,56;
800355;8;14,69;
806913;2;14,79;
597972;6;14,87;
880050;20;14,87;
770078;12;14,9;
774489;1;14,9;
774519;7;14,9;
774540;30;14,9;
774571;60;14,9;
774601;10;14,9;
774694;15;14,9;
Z CZE28215122;14;14,95;
Z CZE999240;13;14,95;
Z CZE210864-16;3;15;
Z CZE929759;1;15;
Z CZE932834;4;15;
971406;45;15,08;
617434;56;15,13;
542200;21;15,18;
593905;24;15,18;
638903;6;15,18;
659601;6;15,18;
843840;1;15,18;
861233;30;15,18;
869413;1;15,18;
881804;38;15,18;
774991;15;15,4;
775080;17;15,4;
775172;24;15,4;
775264;23;15,4;
775356;17;15,4;
799444;12;15,4;
423721;3;15,43;
800126;134;15,47;
800133;82;15,47;
403716;2;15,5;
557129;4;15,5;
557969;2;15,5;
589007;6;15,5;
625057;6;15,5;
630419;22;15,5;
637609;10;15,5;
646601;4;15,5;
676127;10;15,5;
676134;7;15,5;
676158;10;15,5;
676202;5;15,5;
676509;10;15,5;
676707;6;15,5;
676905;2;15,5;
677506;3;15,5;
781401;10;15,5;
808306;9;15,5;
808313;3;15,5;
826300;3;15,5;
844359;9;15,5;
856314;1;15,5;
856352;1;15,5;
856369;2;15,5;
LU0264;2;15,53;
Z CZE690109;1;15,7;
774717;4;15,9;
Z CZE210864-51;5;16,05;
561898;3;16,12;
195505;4;16,13;
508619;5;16,13;
804124;2;16,13;
Z CZE210864-36;3;16,15;
Z CZE933831;4;16,15;
557105;4;16,18;
919200;13;16,45;
843871;5;16,51;
802441;12;16,58;
805121;2;16,58;
826409;8;16,58;
826416;6;16,58;
826423;4;16,58;
826430;6;16,58;
826447;6;16,58;
826454;11;16,58;
Z CZE221273;1;16,6;
970621;65;16,66;
GSE-06;5;16,7;
GDH-01;64;16,78;
GDK-01;65;16,78;
GDM-01;60;16,78;
Z CZE210864-7;2;16,8;
Z CZE267240-1;1;16,8;
Z CZE901441;5;16,8;
Z CZE916735;1;16,8;
Z CZE926710;6;16,8;
GSE-08;6;16,83;
772843;7;16,9;
772850;12;16,9;
772867;20;16,9;
772874;20;16,9;
774724;10;16,9;
60548;4;16,92;
Z CZE932469;7;17;
469446;3;17,03;
469491;18;17,03;
783023;1;17,03;
807118;7;17,03;
GSP-18;1;17,05;
505564;1;17,09;
541500;15;17,09;
593325;1;17,09;
607015;2;17,09;
630921;23;17,09;
632901;2;17,09;
647509;2;17,09;
842003;1;17,09;
843857;29;17,09;
862209;42;17,09;
423738;1;17,12;
423745;4;17,12;
561461;1;17,35;
547502;11;17,4;
664094;2;17,4;
839409;3;17,48;
877180;4;17,48;
770757;5;17,6;
GF-11;24;17,62;
556719;1;17,72;
843987;16;17,72;
GSE-09;4;17,8;
Z CZE933824;2;17,8;
Z CZE903537;9;17,9;
Z CZE912195;2;17,9;
Z CZE933909;2;17,9;
508794;12;17,92;
877647;2;18;
677810;11;18,03;
561102;12;18,04;
GNP-11150Bl;56;18,06;
GNP-11150PC;87;18,06;
271346;37;18,1;
808207;4;18,1;
L7255;7;18,24;
Z CZE224427;3;18,3;
446508;11;18,35;
446522;6;18,35;
451533;4;18,35;
781319;21;18,35;
843314;19;18,35;
843888;7;18,35;
843901;19;18,35;
843994;11;18,35;
861226;18;18,35;
627600;3;18,37;
844236;15;18,37;
271209;117;18,44;
Z CZE210864-11;6;18,5;
152805;10;18,66;
270257;5;18,66;
535424;1;18,66;
557303;5;18,66;
572313;1;18,66;
572412;6;18,66;
572719;13;18,66;
622308;3;18,66;
642559;16;18,66;
808276;2;18,66;
842010;14;18,66;
855201;3;18,66;
862407;7;18,66;
Z CZE210864-14;4;18,7;
Z CZE6804A;3;18,7;
Z CZE940396;2;18,7;
877616;2;18,75;
877708;2;18,75;
971352;13;18,76;
971420;17;18,76;
423752;4;18,8;
Z CZE930496;2;18,8;
469415;6;18,82;
801871;8;18,82;
817452;1;18,82;
770665;12;18,9;
Z CZE210864-35;3;18,9;
569207;1;18,98;
Z CZE944349;1;19;
79923;5;19,2;
Z CZE263990;1;19,25;
Z CZE917152;1;19,3;
296833;1;19,33;
800140;145;19,44;
446607;7;19,62;
446621;6;19,62;
540602;4;19,62;
843321;15;19,62;
830048;34;19,72;
838204;3;19,72;
826010;25;19,74;
826027;25;19,74;
826034;57;19,74;
826041;6;19,74;
826058;14;19,74;
Z CZE930946;1;19,8;
800249;2;19,89;
Z CZE210864-10;2;19,9;
Z CZE809761;1;20;
Z CZE930960;1;20;
424957;3;20,03;
561478;3;20,17;
561508;1;20,17;
407400;10;20,25;
516737;1;20,25;
625101;5;20,25;
843895;17;20,25;
843918;17;20,25;
Z CZE929353;1;20,3;
Z CZE210864-37;10;20,4;
Z CZE C-OLE-INNE-0013;4;20,5;
